id	list	window	wpm	reg_count	index	accuracy	sentence_id	sentence
101f18	1	0	149	5	59	-1	74	Вспоминая журчание водяных струй, мы непременно подумаем о
101f18	1	16	227	5	60	-1	62	Не поручайте мужу ухаживать за рыбками в аквариуме, он обяз�
101f18	1	12	92	5	61	1	14	На вторичном рынке жилья розетки заклеивают обоями во врем�
101f18	1	0	179	5	62	-1	72	Существует легенда, что Ноев ковчег вынесло на вершину этой
101f18	1	16	263	2	63	-1	48	Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.
101f18	1	12	216	4	64	-1	6	Перед ним снова была прежняя Маша, которую он знал и любил.
101f18	1	0	240	2	65	-1	71	А промывать манную крупу перед тем, как варить её, не пробов�
101f18	1	14	139	NA	66	-1	39	Приготовь себе диетические овощные блюда, сытные и восхити�
101f18	1	0	236	1	67	1	67	В мои обязанности входило утром включить рубильник в подва�
101f18	1	14	159	5	68	-1	44	Существуют такие микробы, которые могут жить при температу�
101f18	1	14	241	1	69	-1	43	Автор принадлежит к числу последних свидетелей страшных со
101f18	1	0	314	0	70	-1	83	Во избежание ожогов надо нанести на лицо небольшое количес�
101f18	1	16	190	4	71	-1	47	Я сказал, что русский солдат омоет сапоги в Индийском океан�
101f18	1	0	161	3	72	-1	80	Ненужный коврик из твёрдой пластмассы пригодится как подст
101f18	1	0	273	3	73	1	69	На привале у озера юный турист вручил товарищам ведро и кув�
101f18	1	12	190	5	74	-1	23	Я люблю салат из картошки с зеленью, заправленный пахучим п�
101f18	1	14	112	6	75	1	45	На филологическом факультете студенты заметят явный крен в
101f18	1	16	189	4	76	-1	65	После завершения техосмотра эксперты называют цену, по кот�
101f18	1	0	257	3	77	1	77	Когда родители пригрозили не взять её с собой, Маша очень ра
101f18	1	14	55	NA	78	-1	32	Там, недалеко от кухонной двери, сидел лис с треугольной мор
101f18	1	16	NA	1	79	-1	59	Этот роман захватывает читателя с первой страницы и держит
101f18	1	12	165	5	80	-1	18	Создать настоящие шедевры вам помогут зоркий глаз, терпени�
102m20	2	0	162	NA	1	-1	58	Можно будет бросить дополнительные занятия, и даже школу мо
102m20	2	0	251	5	2	-1	47	Я сказал, что русский солдат омоет сапоги в Индийском океан�
102m20	2	16	186	7	3	-1	79	Возможности этих перемен будут обсуждаться в Париже летом �
102m20	2	16	205	3	4	-1	85	Торговля продуктами питания является одной из самых прибыл
102m20	2	0	207	5	5	-1	55	Не обнаружив ничего в досье, сыщики решили рыть в другом нап
102m20	2	14	140	NA	6	-1	22	Она почти не изменилась, только слегка пополнела и появилис
102m20	2	16	NA	NA	7	-1	68	Они не ели целый день, несчастные дети, и были очень голодны.
102m20	2	14	118	NA	8	-1	23	Я люблю салат из картошки с зеленью, заправленный пахучим п�
102m20	2	12	147	5	9	-1	44	Существуют такие микробы, которые могут жить при температу�
102m20	2	12	151	5	10	-1	27	Мы установили камеру на новый штатив и приступили к съёмкам.
102m20	2	12	180	NA	11	1	35	В сюжете этого фильма какие-то осы устраивают себе гнёзда в
102m20	2	14	230	5	12	-1	21	Причиной аварии был мобильный телефон, который отвлекал во�
102m20	2	16	239	7	13	1	69	На привале у озера юный турист вручил товарищам ведро и кув�
102m20	2	14	149	NA	14	-1	16	Покуда я нахожусь у власти, я буду предметом ярых нападок со
102m20	2	12	272	2	15	-1	29	Володя каким-то образом узнал то, чего ему не надо было знат�
102m20	2	14	110	NA	16	1	19	Ей хотелось выплеснуть чай на бежевый Юлин пиджак, но она сд
102m20	2	12	76	NA	17	1	40	Прибывшие в Австралию миссионеры расспрашивали жителей пр�
102m20	2	0	315	4	18	-1	48	Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.
102m20	2	14	89	NA	19	1	8	Приблизительно в центре тайги мопед упал в сугроб и сломалс
102m20	2	12	150	4	20	-1	31	В числе возможных кандидатов называют депутата от партии п�
102m20	2	16	227	4	21	-1	78	Этот студент получает только отличные оценки с самого перв�
102m20	2	0	372	2	22	1	63	Когда мне хотелось сгущёнки, папа мне её привозил, стоило то
102m20	2	14	167	6	23	-1	17	Выбирая вязаную шапочку, знайте, что лучше шапка цвета хаки
102m20	2	0	360	3	24	-1	59	Этот роман захватывает читателя с первой страницы и держит
102m20	2	16	213	6	25	-1	84	Каждое утро на самый верх крыши МГУ поднимается симпатична�
102m20	2	16	265	3	26	1	67	В мои обязанности входило утром включить рубильник в подва�
102m20	2	14	194	6	27	-1	25	Наши власти позволяют себе излишества, создавая иллюзию бл�
102m20	2	12	101	NA	30	-1	26	Он вскрыл пачку сухарей, заварил чай, достал чашки и ложки.
102m20	2	14	249	6	31	1	9	Елена сидела в кресле, молодая Мурка урчала у неё на коленях.
102m20	2	12	300	3	32	-1	36	За два года накопилась уйма вопросов, на которые надо было о
102m20	2	14	227	4	33	-1	15	Если мы позволим этим людям уйти, наши проекты станут гораз�
102m20	2	0	289	NA	34	-1	65	После завершения техосмотра эксперты называют цену, по кот�
102m20	2	12	245	6	35	1	42	Её сын Гриша умер бездетным, и младший сын остался единстве�
102m20	2	16	314	3	36	1	70	У мамы есть подруга, которая живёт прямо напротив здания те�
102m20	2	12	163	5	37	-1	34	В тот момент атмосфера наших посиделок внезапно сильно изм�
102m20	2	16	219	NA	38	-1	73	Чтобы придать объём тонким волосам, нанесите на них лечебну
102m20	2	12	175	6	39	1	45	На филологическом факультете студенты заметят явный крен в
102m20	2	16	221	4	40	1	77	Когда родители пригрозили не взять её с собой, Маша очень ра
102m20	2	0	367	NA	43	1	52	Душа требовала красоты, и Николай Фомин украсил свой дом ре�
102m20	2	0	192	4	44	-1	57	Дрозды и скворцы начали вить семейные гнёзда неподалеку др�
102m20	2	16	127	7	45	-1	81	В лесу ветром трепало сухие стебли растений, почерневшие от
102m20	2	12	225	6	46	-1	38	Что может сделать самый сильный вол, если он впряжён в слома
102m20	2	0	138	5	47	1	56	Журналист взял карандаш, подвинул к себе чистый лист и напи�
102m20	2	0	276	1	48	-1	60	Количество денег в обороте выросло благодаря союзу с амери�
102m20	2	12	114	7	49	-1	43	Автор принадлежит к числу последних свидетелей страшных со
102m20	2	14	172	NA	50	-1	24	Убедительно просим вас разборчиво заполнять купон, желател
102m20	2	12	168	NA	51	-1	28	На массаже тело расслабляется и исчезает напряжение в мышц�
102m20	2	16	278	3	52	-1	83	Во избежание ожогов надо нанести на лицо небольшое количес�
102m20	2	14	105	NA	53	-1	18	Создать настоящие шедевры вам помогут зоркий глаз, терпени�
102m20	2	0	183	NA	54	-1	61	Отвернув цветастое покрывало, она осторожно присела на кра�
102m20	2	0	401	2	55	-1	50	Один футболист, который получил растяжение, не участвовал в
102m20	2	0	NA	0	56	-1	49	Мне нравится сын коллеги, который недавно заходил в наш отд�
102m20	2	16	NA	2	57	-1	82	В современном обществе семья и школа оказывают большое вли�
102m20	2	0	176	5	58	-1	64	В речи учёного прозвучало неявное сопоставление с другим, з
102m20	2	14	185	3	59	1	14	На вторичном рынке жилья розетки заклеивают обоями во врем�
102m20	2	16	232	3	60	-1	71	А промывать манную крупу перед тем, как варить её, не пробов�
102m20	2	14	153	7	61	-1	11	Ваня раскрыл было рот, но понял, что что-то не так, и промолча
102m20	2	12	123	NA	62	-1	37	Собаку, виновницу случившегося, приказали сечь, хотя в чём б
102m20	2	16	237	5	63	-1	66	У директора школы был тонкий нюх на талантливых педагогов.
102m20	2	12	75	NA	64	-1	32	Там, недалеко от кухонной двери, сидел лис с треугольной мор
102m20	2	16	79	NA	65	-1	76	Здесь потребуется врач, который будет лечить заболевших в э
102m20	2	12	272	6	66	1	30	У моего отца был счёт в швейцарском банке, он был лесоторгов
102m20	2	0	276	NA	67	1	46	У нас в Волгограде многие придерживаются иной точки зрения.
102m20	2	14	272	3	68	-1	13	Ему удалось вскрыть банку об острый край бампера своего авт
102m20	2	14	186	7	69	-1	6	Перед ним снова была прежняя Маша, которую он знал и любил.
102m20	2	16	153	NA	70	-1	80	Ненужный коврик из твёрдой пластмассы пригодится как подст
102m20	2	0	182	NA	71	-1	62	Не поручайте мужу ухаживать за рыбками в аквариуме, он обяз�
102m20	2	16	109	NA	72	1	75	Она успевала убраться, разморозить фарш и приготовить ужин
102m20	2	14	228	NA	73	-1	10	В конверте вместе с деньгами была обнаружена записка с угро
102m20	2	0	141	2	75	-1	53	От внимания наблюдателя не должна ускользать даже малейшая
102m20	2	16	116	NA	76	-1	72	Существует легенда, что Ноев ковчег вынесло на вершину этой
102m20	2	16	81	NA	77	-1	74	Вспоминая журчание водяных струй, мы непременно подумаем о
102m20	2	12	206	6	78	-1	33	Я сделала шаг навстречу: приехала к ней, попросив выслушать
102m20	2	14	65	NA	79	1	7	Очень хочется заплести бант в косу и надеть красивое платье.
102m20	2	14	124	6	80	-1	20	Выходя замуж, ты надеялась обрести спокойствие, уютный дом,
103f18	3	16	91	6	1	-1	25	Наши власти позволяют себе излишества, создавая иллюзию бл�
103f18	3	14	132	1	2	1	67	В мои обязанности входило утром включить рубильник в подва�
103f18	3	0	256	1	3	-1	34	В тот момент атмосфера наших посиделок внезапно сильно изм�
103f18	3	0	316	0	4	-1	38	Что может сделать самый сильный вол, если он впряжён в слома
103f18	3	16	148	4	5	1	14	На вторичном рынке жилья розетки заклеивают обоями во врем�
103f18	3	0	276	2	6	1	30	У моего отца был счёт в швейцарском банке, он был лесоторгов
103f18	3	14	311	1	7	-1	68	Они не ели целый день, несчастные дети, и были очень голодны.
103f18	3	12	303	0	8	1	46	У нас в Волгограде многие придерживаются иной точки зрения.
103f18	3	14	168	3	9	-1	79	Возможности этих перемен будут обсуждаться в Париже летом �
103f18	3	12	217	3	10	-1	55	Не обнаружив ничего в досье, сыщики решили рыть в другом нап
103f18	3	0	386	0	11	-1	44	Существуют такие микробы, которые могут жить при температу�
103f18	3	12	315	2	12	1	56	Журналист взял карандаш, подвинул к себе чистый лист и напи�
103f18	3	0	329	1	13	1	42	Её сын Гриша умер бездетным, и младший сын остался единстве�
103f18	3	0	290	2	14	-1	39	Приготовь себе диетические овощные блюда, сытные и восхити�
103f18	3	14	230	1	15	1	69	На привале у озера юный турист вручил товарищам ведро и кув�
103f18	3	12	218	4	16	-1	57	Дрозды и скворцы начали вить семейные гнёзда неподалеку др�
103f18	3	0	340	0	17	-1	32	Там, недалеко от кухонной двери, сидел лис с треугольной мор
103f18	3	14	199	1	18	-1	84	Каждое утро на самый верх крыши МГУ поднимается симпатична�
103f18	3	16	311	0	19	-1	10	В конверте вместе с деньгами была обнаружена записка с угро
103f18	3	16	158	4	20	-1	17	Выбирая вязаную шапочку, знайте, что лучше шапка цвета хаки
103f18	3	12	251	2	21	1	63	Когда мне хотелось сгущёнки, папа мне её привозил, стоило то
103f18	3	14	236	2	22	-1	72	Существует легенда, что Ноев ковчег вынесло на вершину этой
103f18	3	16	256	1	23	-1	6	Перед ним снова была прежняя Маша, которую он знал и любил.
103f18	3	16	194	2	24	-1	15	Если мы позволим этим людям уйти, наши проекты станут гораз�
103f18	3	12	226	2	25	-1	50	Один футболист, который получил растяжение, не участвовал в
103f18	3	16	315	0	26	-1	11	Ваня раскрыл было рот, но понял, что что-то не так, и промолча
103f18	3	16	141	3	27	-1	16	Покуда я нахожусь у власти, я буду предметом ярых нападок со
103f18	3	0	247	1	28	-1	37	Собаку, виновницу случившегося, приказали сечь, хотя в чём б
103f18	3	14	228	0	29	-1	66	У директора школы был тонкий нюх на талантливых педагогов.
103f18	3	12	250	0	30	1	51	Олень бродил среди берёз, жевал талый снег и поглядывал за р
103f18	3	14	189	3	31	-1	73	Чтобы придать объём тонким волосам, нанесите на них лечебну
103f18	3	16	201	3	32	1	7	Очень хочется заплести бант в косу и надеть красивое платье.
103f18	3	16	164	2	33	-1	22	Она почти не изменилась, только слегка пополнела и появилис
103f18	3	0	239	1	34	-1	31	В числе возможных кандидатов называют депутата от партии п�
103f18	3	16	185	3	35	1	19	Ей хотелось выплеснуть чай на бежевый Юлин пиджак, но она сд
103f18	3	12	114	4	36	-1	59	Этот роман захватывает читателя с первой страницы и держит
103f18	3	12	186	0	37	-1	47	Я сказал, что русский солдат омоет сапоги в Индийском океан�
103f18	3	16	114	4	38	-1	23	Я люблю салат из картошки с зеленью, заправленный пахучим п�
103f18	3	0	249	2	39	-1	29	Володя каким-то образом узнал то, чего ему не надо было знат�
103f18	3	12	114	5	40	-1	49	Мне нравится сын коллеги, который недавно заходил в наш отд�
103f18	3	0	305	0	41	-1	27	Мы установили камеру на новый штатив и приступили к съёмкам.
103f18	3	0	316	0	42	-1	28	На массаже тело расслабляется и исчезает напряжение в мышц�
103f18	3	0	279	1	43	1	35	В сюжете этого фильма какие-то осы устраивают себе гнёзда в
103f18	3	12	219	1	44	-1	53	От внимания наблюдателя не должна ускользать даже малейшая
103f18	3	14	147	5	45	-1	80	Ненужный коврик из твёрдой пластмассы пригодится как подст
103f18	3	0	215	2	46	-1	41	В вопросе послышался упрёк командиру, словно он был виновни
103f18	3	14	205	2	47	-1	76	Здесь потребуется врач, который будет лечить заболевших в э
103f18	3	12	191	2	48	-1	58	Можно будет бросить дополнительные занятия, и даже школу мо
103f18	3	12	233	2	49	-1	62	Не поручайте мужу ухаживать за рыбками в аквариуме, он обяз�
103f18	3	0	241	1	50	-1	43	Автор принадлежит к числу последних свидетелей страшных со
103f18	3	14	238	3	51	1	70	У мамы есть подруга, которая живёт прямо напротив здания те�
103f18	3	16	227	2	52	-1	21	Причиной аварии был мобильный телефон, который отвлекал во�
103f18	3	0	210	1	53	1	45	На филологическом факультете студенты заметят явный крен в
103f18	3	12	183	2	54	-1	64	В речи учёного прозвучало неявное сопоставление с другим, з
103f18	3	16	213	3	55	-1	12	На болотах оставался ещё лёд, но на берегах реки появилась т
103f18	3	16	317	0	56	1	9	Елена сидела в кресле, молодая Мурка урчала у неё на коленях.
103f18	3	12	198	2	57	-1	61	Отвернув цветастое покрывало, она осторожно присела на кра�
103f18	3	16	202	2	58	-1	24	Убедительно просим вас разборчиво заполнять купон, желател
103f18	3	0	303	2	59	-1	33	Я сделала шаг навстречу: приехала к ней, попросив выслушать
103f18	3	16	214	2	60	-1	18	Создать настоящие шедевры вам помогут зоркий глаз, терпени�
103f18	3	14	269	2	61	-1	85	Торговля продуктами питания является одной из самых прибыл
103f18	3	12	NA	1	62	-1	48	Взяв с собой фотоаппарат, вся семья поехала в парк на пикник.
103f18	3	14	193	1	63	-1	78	Этот студент получает только отличные оценки с самого перв�
103f18	3	14	207	1	64	-1	74	Вспоминая журчание водяных струй, мы непременно подумаем о
103f18	3	12	102	4	65	-1	65	После завершения техосмотра эксперты называют цену, по кот�
103f18	3	0	205	0	67	-1	26	Он вскрыл пачку сухарей, заварил чай, достал чашки и ложки.
103f18	3	14	100	5	68	-1	82	В современном обществе семья и школа оказывают большое вли�
103f18	3	12	217	0	70	1	52	Душа требовала красоты, и Николай Фомин украсил свой дом ре�
103f18	3	14	242	2	71	-1	71	А промывать манную крупу перед тем, как варить её, не пробов�
103f18	3	14	145	2	72	1	75	Она успевала убраться, разморозить фарш и приготовить ужин
103f18	3	16	78	NA	73	-1	13	Ему удалось вскрыть банку об острый край бампера своего авт
103f18	3	14	263	1	74	1	77	Когда родители пригрозили не взять её с собой, Маша очень ра
103f18	3	16	205	3	75	1	8	Приблизительно в центре тайги мопед упал в сугроб и сломалс
103f18	3	0	402	0	76	-1	36	За два года накопилась уйма вопросов, на которые надо было о
103f18	3	16	336	0	77	-1	20	Выходя замуж, ты надеялась обрести спокойствие, уютный дом,
